ABG13989,ABX86883,AAS62548
AAS60482,ABX86239,ABG15226
AAS61005,ABX84868,ABG14648
ABG13609,ABX85433,AAS62291
ABG15191,ABX88472,AAS60518
ABG13387,ABX85392,AAS62100
AAS60599,ABX87033,ABG14744
AAS60454,ABX87733,ABG15256
ABG15740,ABX87583,AAS63477
AAS58557,ABX88714,ABG16261
ABG14016,ABX88663,AAS62575
AAS63878,ABX88373,ABG16005
AAS62250,ABX88295,ABG13561
ABG13423,ABX87488,AAS62134
ABG15864,ABX86699,AAS60807
AAS62255,ABX86497,ABG13566
ABG14152,ABX88247,AAS62815
ABG15578,ABX85027,AAS63277
ABG15472,ABX88455,AAS60314
ABG12583,ABX86470,AAS61511
ABG13017,ABX85046,AAS61268
AAS61534,ABX85193,ABG12985
AAS60686,ABX87956,ABG15983
AAS61566,ABX87522,ABG12950
AAS62682,ABX85950,ABG14375
AAS61961,ABX85352,ABG13779
ABG15399,ABX86210,AAS63448
AAS63413,ABX85748,ABG12189
ABG13429,ABX86266,AAS62141
AAS63507,ABX85336,ABG15769
AAS63534,ABX88427,ABG16060
ABG16216,ABX84842,AAS58745
ABG12899,ABX85523,AAS61175
ABG14382,ABX85974,AAS62689
AAS60289,ABX86799,ABG11980
AAS61095,ABX87963,ABG14546
AAS63781,ABX86262,ABG15512
AAS63182,ABX85619,ABG15065
AAS61003,ABX86153,ABG14650
AAS61454,ABX88489,ABG12641
ABG14168,ABX86308,AAS62830
ABG15094,ABX88317,AAS63153
ABG15768,ABX84997,AAS63506
AAS63741,ABX86012,ABG12343
ABG12142,ABX86557,AAS63366
AAS60609,ABX88206,ABG14755
ABG15106,ABX85961,AAS63140
ABG12450,ABX86457,AAS63054
AAS63742,ABX85579,ABG12342
AAS60470,ABX85051,ABG15239
ABG16031,ABX86432,AAS63851
ABG16256,ABX88726,AAS58550
ABG14060,ABX86395,AAS62619
ABG14427,ABX87290,AAS61328
AAS62707,ABX87229,ABG14403
AAS63229,ABX87454,ABG15005
AAS61188,ABX85299,ABG12887
ABG14342,ABX87359,AAS62652
ABG14522,ABX88454,AAS61125
ABG15778,ABX87729,AAS63516
AAS60323,ABX87376,ABG15463
AAS62246,ABX87213,ABG13557
ABG15826,ABX84874,AAS63909
AAS62020,ABX87102,ABG13822
AAS63383,ABX85620,ABG12158
ABG15299,ABX86494,AAS60411
ABG13018,ABX85910,AAS61267
AAS60326,ABX88355,ABG15460
ABG12911,ABX85971,AAS61167
ABG12445,ABX87842,AAS63047
ABG12511,ABX87049,AAS62967
AAS63350,ABX84995,ABG12124
AAS62061,ABX87834,ABG13343
ABG14667,ABX85818,AAS60989
ABG14624,ABX86621,AAS61028
AAS63884,ABX85831,ABG15800
ABG15193,ABX85024,AAS60516
AAS60450,ABX87690,ABG15260
ABG15447,ABX87067,AAS60339
ABG15487,ABX85098,AAS60299
ABG15624,ABX85149,AAS64043
ABG12592,ABX87246,AAS61502
AAS63843,ABX85257,ABG16038
ABG16120,ABX87626,AAS64160
AAS63527,ABX86498,ABG15790
ABG15667,ABX87255,AAS63998
AAS61904,ABX87129,ABG13277
AAS60638,ABX88037,ABG14785
ABG12434,ABX86318,AAS63036
AAS64113,ABX85577,ABG14985
AAS60331,ABX87851,ABG15455
AAS62769,ABX88559,ABG14104
ABG13376,ABX87441,AAS62090
ABG12991,ABX87909,AAS61528
AAS63645,ABX88424,ABG12281
AAS61885,ABX85240,ABG13257
AAS60343,ABX87501,ABG15441
AAS62363,ABX86501,ABG13681
AAS62653,ABX86642,ABG14343
AAS62213,ABX85701,ABG13524
AAS62735,ABX85962,ABG14323
AAS60869,ABX85557,ABG14948
AAS63215,ABX87089,ABG15023
ABG13525,ABX88002,AAS62214
AAS61307,ABX85246,ABG12545
AAS61675,ABX88297,ABG12808
AAS58698,ABX84822,ABG16230
AAS61827,ABX87270,ABG13142
ABG13843,ABX87306,AAS62004
ABG13380,ABX86806,AAS62095
ABG14130,ABX87500,AAS62794
ABG13941,ABX87127,AAS62504
AAS63055,ABX85881,ABG12451
ABG12133,ABX86476,AAS63359
ABG13767,ABX88632,AAS61973
ABG12917,ABX84976,AAS61162
AAS61690,ABX85609,ABG12827
ABG14689,ABX88251,AAS60962
AAS62553,ABX86235,ABG13995
AAS62253,ABX86160,ABG13564
AAS61857,ABX86458,ABG13108
ABG12528,ABX86227,AAS62951
AAS60754,ABX84872,ABG15914
ABG13126,ABX85857,AAS61841
AAS60611,ABX86209,ABG14757
ABG13693,ABX87084,AAS62375
ABG14828,ABX87356,AAS60591
AAS60996,ABX88394,ABG14657
ABG13739,ABX85229,AAS62422
AAS61469,ABX84994,ABG12625
ABG14598,ABX87260,AAS61055
ABG14510,ABX87720,AAS61403
AAS62379,ABX88661,ABG13696
AAS62411,ABX85558,ABG13728
AAS61879,ABX87949,ABG13251
ABG13083,ABX88671,AAS61722
ABG14232,ABX85543,AAS62888
AAS62683,ABX86742,ABG14376
ABG14113,ABX86139,AAS62777
AAS62037,ABX87617,ABG13805
AAS60921,ABX87533,ABG14730
ABG12339,ABX85513,AAS63745
AAS63847,ABX87920,ABG16034
AAS62740,ABX88387,ABG14318
ABG15048,ABX86254,AAS63194
ABG13685,ABX88313,AAS62367
ABG12556,ABX88624,AAS61296
AAS62607,ABX87924,ABG14048
ABG11988,ABX88128,AAS63256
AAS61964,ABX86071,ABG13776
AAS62168,ABX87652,ABG13475
ABG14969,ABX88054,AAS64127
AAS61531,ABX86135,ABG12988
AAS62504,ABX87127,ABG13941
ABG12495,ABX85772,AAS62983
AAS60928,ABX84916,ABG14723
ABG13703,ABX86849,AAS62387
ABG12839,ABX86588,AAS61702
ABG14978,ABX86613,AAS64117
AAS62630,ABX86356,ABG14070
ABG12555,ABX85395,AAS61297
ABG15709,ABX87862,AAS63957
AAS64157,ABX88540,ABG16117
ABG15782,ABX85549,AAS63520
ABG14179,ABX85712,AAS62841
AAS63158,ABX85987,ABG15090
ABG15488,ABX85611,AAS60298
ABG14304,ABX87605,AAS62752
ABG12477,ABX88013,AAS63000
ABG14428,ABX86915,AAS61329
AAS62536,ABX85454,ABG13973
ABG15743,ABX85191,AAS63479
AAS62167,ABX86607,ABG13474
AAS61795,ABX88604,ABG13174
AAS63469,ABX86411,ABG15733
AAS63088,ABX88488,ABG15164
ABG14753,ABX87504,AAS60607
AAS61508,ABX85720,ABG12586
AAS62088,ABX85275,ABG13371
ABG12833,ABX88291,AAS61697
ABG16119,ABX86481,AAS64159
ABG14301,ABX85643,AAS62755
AAS63524,ABX87373,ABG15786
ABG14165,ABX85771,AAS62827
ABG13089,ABX87029,AAS61727
ABG13754,ABX88146,AAS62437
AAS64155,ABX87910,ABG16115
AAS61191,ABX85493,ABG12881
AAS60550,ABX86982,ABG14875
AAS62755,ABX85643,ABG14301
ABG12950,ABX87522,AAS61566
AAS60800,ABX84907,ABG15871
AAS61137,ABX86042,ABG12946
AAS63757,ABX86898,ABG12325
AAS63001,ABX87245,ABG12476
ABG13664,ABX87263,AAS62345
ABG14362,ABX88585,AAS62671
AAS62902,ABX85415,ABG14250
ABG12796,ABX86224,AAS61664
ABG14367,ABX84882,AAS62674
ABG16226,ABX84780,AAS58728
ABG13999,ABX84975,AAS62557
ABG14534,ABX87519,AAS61107
AAS63251,ABX86967,ABG11995
ABG14020,ABX86503,AAS62580
ABG13496,ABX86930,AAS62188
ABG14688,ABX85114,AAS60963
AAS60516,ABX85024,ABG15193
AAS63610,ABX87460,ABG12245
AAS62042,ABX86743,ABG13799
AAS62654,ABX86217,ABG14344
AAS61417,ABX85954,ABG12682
AAS63107,ABX86029,ABG15144
ABG12893,ABX88280,AAS61181
ABG12154,ABX85090,AAS63379
AAS61341,ABX87845,ABG14443
ABG14565,ABX86697,AAS61084
AAS60489,ABX86575,ABG15219
AAS60507,ABX86863,ABG15202
AAS60586,ABX87850,ABG14835
AAS61208,ABX86456,ABG12862
ABG12892,ABX87752,AAS61182
ABG15904,ABX86253,AAS60762
AAS61771,ABX86483,ABG13203
AAS64004,ABX86362,ABG15659
AAS61434,ABX87874,ABG12664
AAS62788,ABX86181,ABG14124
ABG16230,ABX84822,AAS58698
AAS63091,ABX86284,ABG15161
ABG12676,ABX86917,AAS61423
AAS61995,ABX88182,ABG13852
ABG14402,ABX86773,AAS62706
ABG12325,ABX86898,AAS63757
ABG15545,ABX86146,AAS63815
AAS63650,ABX87600,ABG12287
ABG13139,ABX85632,AAS61830
AAS61339,ABX88543,ABG14441
ABG14589,ABX85361,AAS61064
ABG13410,ABX86666,AAS62121
AAS61617,ABX84887,ABG12750
ABG13648,ABX88522,AAS62328
ABG14708,ABX87342,AAS60945
AAS61551,ABX86652,ABG12966
ABG11989,ABX84932,AAS63255
ABG14095,ABX86796,AAS62943
ABG11990,ABX88203,AAS63254
AAS63054,ABX86457,ABG12450
ABG16123,ABX85271,AAS64163
ABG13781,ABX86441,AAS61959
ABG12768,ABX87571,AAS61636
AAS62756,ABX88152,ABG14300
ABG14478,ABX87513,AAS61375
ABG14218,ABX86424,AAS62874
AAS60311,ABX87646,ABG15475
ABG15719,ABX87241,AAS63945
ABG13985,ABX87791,AAS62544
AAS61265,ABX86205,ABG13020
ABG12716,ABX85753,AAS61589
ABG15137,ABX86499,AAS63114
ABG13748,ABX87077,AAS62432
ABG13621,ABX85428,AAS62303
ABG15788,ABX85304,AAS63525
ABG16139,ABX84815,AAS58638
AAS62355,ABX85728,ABG13673
ABG14702,ABX86142,AAS60949
AAS63920,ABX88528,ABG15837
AAS60804,ABX87502,ABG15867
AAS64001,ABX87728,ABG15664
ABG16046,ABX87325,AAS63836
ABG15824,ABX87560,AAS63907
AAS60694,ABX87827,ABG15975
AAS62180,ABX86316,ABG13487
AAS61528,ABX87909,ABG12991
AAS63910,ABX85413,ABG15827
AAS64029,ABX85473,ABG15637
AAS58754,ABX84776,ABG16233
AAS58562,ABX88717,ABG16266
ABG12777,ABX88686,AAS61645
AAS63837,ABX86859,ABG16045
ABG14579,ABX88657,AAS61071
ABG12080,ABX86986,AAS63307
AAS63692,ABX86261,ABG12395
ABG13855,ABX84904,AAS61992
AAS60332,ABX88650,ABG15454
AAS58565,ABX88778,ABG16269
ABG15065,ABX85619,AAS63182
ABG14264,ABX86783,AAS62914
ABG14582,ABX87523,AAS61068
ABG14546,ABX87963,AAS61095
ABG15529,ABX87496,AAS63800
AAS61513,ABX87530,ABG12581
ABG15565,ABX85402,AAS63263
ABG12877,ABX86478,AAS61195
AAS62137,ABX85677,ABG13426
AAS60778,ABX85559,ABG15891
ABG12704,ABX86724,AAS61578
ABG14873,ABX87825,AAS60552
AAS60847,ABX85761,ABG12025
ABG13727,ABX84955,AAS62410
ABG12470,ABX87115,AAS63004
ABG15929,ABX87604,AAS60742
ABG13698,ABX86565,AAS62381
AAS63321,ABX88490,ABG12094
ABG13671,ABX85386,AAS62353
ABG15232,ABX87300,AAS60477
ABG13105,ABX86462,AAS61860
ABG14616,ABX87294,AAS61036
ABG12856,ABX85736,AAS61214
ABG13704,ABX88667,AAS62388
AAS62676,ABX87624,ABG14369
ABG12493,ABX88292,AAS62985
AAS64007,ABX85546,ABG15657
AAS63635,ABX88042,ABG12268
AAS62898,ABX85446,ABG14246
ABG15781,ABX85121,AAS63519
ABG13802,ABX87358,AAS62038
ABG15982,ABX88382,AAS60687
ABG13531,ABX85891,AAS62219
ABG14350,ABX85862,AAS62659
ABG14370,ABX88126,AAS62677
ABG14317,ABX85215,AAS62741
AAS63704,ABX86282,ABG12383
AAS62609,ABX86869,ABG14050
ABG15732,ABX88352,AAS63468
AAS63194,ABX86254,ABG15048
ABG13189,ABX87543,AAS61782
AAS63608,ABX85408,ABG12241
AAS60666,ABX85181,ABG14813
ABG14876,ABX87498,AAS60549
AAS63553,ABX85796,ABG16080
ABG13798,ABX85102,AAS62043
AAS61883,ABX86097,ABG13255
AAS62565,ABX85431,ABG14007
ABG14866,ABX86748,AAS60557
ABG13402,ABX87416,AAS62114
ABG14102,ABX86128,AAS62767
ABG16329,ABX88774,AAS58590
ABG14212,ABX88043,AAS62868
AAS62522,ABX84946,ABG13962
ABG15634,ABX88132,AAS64032
ABG14554,ABX88537,AAS61090
ABG15903,ABX84905,AAS60763
ABG14795,ABX87394,AAS60648
AAS60747,ABX87746,ABG15924
AAS60641,ABX86132,ABG14788
AAS63231,ABX86536,ABG15004
AAS62002,ABX87150,ABG13845
AAS60352,ABX87881,ABG15433
ABG12519,ABX88016,AAS62959
AAS60799,ABX86512,ABG15872
ABG14106,ABX85636,AAS62771
AAS60612,ABX87482,ABG14758
AAS60369,ABX87074,ABG15417
ABG12323,ABX85992,AAS63759
ABG14499,ABX88183,AAS61392
ABG15180,ABX85485,AAS63072
ABG15194,ABX86223,AAS60515
ABG14171,ABX87204,AAS62833
AAS60871,ABX87936,ABG14946
ABG14443,ABX87845,AAS61341
AAS62612,ABX85642,ABG14053
ABG16114,ABX85539,AAS64154
AAS63914,ABX87889,ABG15830
ABG15138,ABX87118,AAS63113
AAS58587,ABX88783,ABG16293
ABG15196,ABX86835,AAS60513
AAS60980,ABX85900,ABG14674
ABG14045,ABX86302,AAS62604
ABG15692,ABX87297,AAS63975
AAS61516,ABX88486,ABG13003
AAS63709,ABX85022,ABG12378
ABG12667,ABX85151,AAS61431
ABG13863,ABX86520,AAS61984
AAS61851,ABX86790,ABG13114
AAS61281,ABX85627,ABG12571
ABG12896,ABX87614,AAS61178
ABG13646,ABX85412,AAS62326
ABG13977,ABX88045,AAS62537
AAS60494,ABX87820,ABG15214
AAS63948,ABX88078,ABG15717
ABG15949,ABX87023,AAS60721
AAS63808,ABX86027,ABG15538
AAS61405,ABX85698,ABG14512
AAS58540,ABX88768,ABG16247
AAS63449,ABX84950,ABG15398
ABG12075,ABX86019,AAS63302
ABG15389,ABX87037,AAS63457
AAS61763,ABX87588,ABG13210
ABG13093,ABX85210,AAS61870
ABG15469,ABX85060,AAS60317
AAS62699,ABX85610,ABG14392
ABG14472,ABX88044,AAS61370
ABG12840,ABX85110,AAS61703
AAS62950,ABX84921,ABG12529
ABG12111,ABX87552,AAS63337
ABG12576,ABX87584,AAS61276
AAS63337,ABX87552,ABG12111
ABG14222,ABX88160,AAS62878
AAS62937,ABX86543,ABG14288
ABG14148,ABX86539,AAS62811
ABG14176,ABX85551,AAS62838
AAS60860,ABX86920,ABG12012
ABG12650,ABX88395,AAS61445
ABG15922,ABX85640,AAS60749
ABG11984,ABX85578,AAS63259
ABG12404,ABX85424,AAS63683
ABG14437,ABX88571,AAS61335
AAS63729,ABX86966,ABG12360
ABG14225,ABX88159,AAS62881
AAS63767,ABX87884,ABG15498
AAS61672,ABX86615,ABG12805
ABG14044,ABX85909,AAS62603
ABG15670,ABX88555,AAS63995
ABG15739,ABX87994,AAS63476
AAS63491,ABX87421,ABG15753
ABG12406,ABX86414,AAS63681
AAS63173,ABX87772,ABG15074
ABG13907,ABX88345,AAS62472
ABG15208,ABX88442,AAS60500
ABG12643,ABX86997,AAS61452
ABG14786,ABX87092,AAS60639
AAS63304,ABX87424,ABG12077
ABG14286,ABX85731,AAS62935
AAS60344,ABX87882,ABG15440
AAS61342,ABX88227,ABG14444
AAS63343,ABX85529,ABG12116
AAS63702,ABX85109,ABG12385
ABG14457,ABX87389,AAS61355
ABG15475,ABX87646,AAS60311
AAS63155,ABX87402,ABG15092
AAS63359,ABX86476,ABG12133
ABG12559,ABX87961,AAS61293
AAS61056,ABX88064,ABG14597
ABG12602,ABX88422,AAS61491
AAS62133,ABX86936,ABG13422
AAS62858,ABX87768,ABG14199
AAS64160,ABX87626,ABG16120
AAS61148,ABX85441,ABG12931
ABG15441,ABX87501,AAS60343
AAS61799,ABX86771,ABG13170
AAS63310,ABX86330,ABG12083
AAS61792,ABX85029,ABG13177
ABG13372,ABX86566,AAS62089
ABG14555,ABX86068,AAS61089
ABG13844,ABX85916,AAS62003
AAS63479,ABX85191,ABG15743
AAS61744,ABX85933,ABG13230
ABG14415,ABX87475,AAS62718
ABG14167,ABX84939,AAS62829
ABG12813,ABX86083,AAS61679
AAS63568,ABX87043,ABG16097
ABG13565,ABX85953,AAS62254
ABG13556,ABX85245,AAS62245
ABG15258,ABX86942,AAS60452
AAS61252,ABX86460,ABG13032
ABG13586,ABX87317,AAS62269
AAS60780,ABX86595,ABG15889
AAS63465,ABX86060,ABG15729
ABG14547,ABX86735,AAS61094
ABG14013,ABX86805,AAS62571
AAS60429,ABX86739,ABG15282
ABG12984,ABX86684,AAS61535
AAS61425,ABX87619,ABG12673
AAS61178,ABX87614,ABG12896
ABG12501,ABX85912,AAS62977
AAS62530,ABX87935,ABG13967
ABG13892,ABX86279,AAS62461
ABG16262,ABX88728,AAS58558
AAS64163,ABX85271,ABG16123
ABG14778,ABX86670,AAS60631
ABG15615,ABX85305,AAS64052
ABG15250,ABX86671,AAS60460
AAS62261,ABX86601,ABG13572
ABG12413,ABX86633,AAS63015
AAS61375,ABX87513,ABG14478
ABG15830,ABX87889,AAS63914
AAS61917,ABX85019,ABG13293
ABG15099,ABX85091,AAS63147
ABG13253,ABX88015,AAS61881
ABG12444,ABX88259,AAS63046
ABG16165,ABX84757,AAS58664
ABG15875,ABX85388,AAS60796
ABG15688,ABX85660,AAS63979
ABG13747,ABX88570,AAS62431
AAS63970,ABX86263,ABG15697
ABG12545,ABX85246,AAS61307
AAS64033,ABX88666,ABG15633
ABG12491,ABX86944,AAS62988
AAS60578,ABX84972,ABG14843
AAS63458,ABX88526,ABG15388
AAS63658,ABX87453,ABG12295
ABG15452,ABX85219,AAS60334
AAS62463,ABX87131,ABG13894
AAS61538,ABX86062,ABG12981
ABG14009,ABX85294,AAS62567
ABG12418,ABX88693,AAS63020
AAS62533,ABX86291,ABG13970
ABG15010,ABX87829,AAS63224
AAS61578,ABX86724,ABG12704
AAS62687,ABX87730,ABG14379
ABG14904,ABX85321,AAS60911
AAS60783,ABX88314,ABG15886
AAS63922,ABX85378,ABG15839
AAS61138,ABX88623,ABG12945
AAS60373,ABX85490,ABG15413
AAS63419,ABX86946,ABG12195
ABG14630,ABX88493,AAS61022
ABG14368,ABX87039,AAS62675
AAS64153,ABX85426,ABG16113
ABG14974,ABX86884,AAS64121
ABG12539,ABX87766,AAS61314
AAS64041,ABX88144,ABG15626
ABG14946,ABX87936,AAS60871
ABG14940,ABX88619,AAS60877
AAS63931,ABX87445,ABG15848
ABG13766,ABX88180,AAS61974
ABG13182,ABX87739,AAS61789
AAS61826,ABX85883,ABG13143
ABG15729,ABX86060,AAS63465
AAS60342,ABX86038,ABG15444
ABG12035,ABX85765,AAS60837
ABG13031,ABX86647,AAS61253
ABG13656,ABX88527,AAS62337
AAS62048,ABX85825,ABG13325
AAS63557,ABX87931,ABG16085
AAS62348,ABX87925,ABG13667
AAS58643,ABX84765,ABG16143
AAS62217,ABX87727,ABG13529
AAS60392,ABX87153,ABG12230
AAS63072,ABX85485,ABG15180
AAS61182,ABX87752,ABG12892
ABG14877,ABX87863,AAS60548
AAS60547,ABX88438,ABG14878
AAS60570,ABX88694,ABG14852
ABG14389,ABX85999,AAS62695
ABG16265,ABX88784,AAS58561
AAS61094,ABX86735,ABG14547
AAS62185,ABX87423,ABG13492
AAS63446,ABX85206,ABG15401
AAS61166,ABX86628,ABG12912
AAS60961,ABX87787,ABG14690
ABG14637,ABX88687,AAS61015
AAS60690,ABX87006,ABG15979
ABG13660,ABX88176,AAS62341
AAS63807,ABX86086,ABG15537
AAS60409,ABX85952,ABG15301
ABG14533,ABX86994,AAS61109
ABG13207,ABX85886,AAS61766
ABG14761,ABX85385,AAS60616
ABG16083,ABX86407,AAS63555
ABG13495,ABX88256,AAS62187
AAS60959,ABX86964,ABG14692
ABG14082,ABX86337,AAS62641
AAS63752,ABX86860,ABG12330
AAS61165,ABX84991,ABG12913
AAS60866,ABX87512,ABG14951
AAS61464,ABX87737,ABG12630
ABG14039,ABX87978,AAS62598
AAS61085,ABX86627,ABG14563
AAS61154,ABX86865,ABG12925
AAS61713,ABX86064,ABG13075
AAS61593,ABX87316,ABG12720
ABG12055,ABX87703,AAS60815
ABG12171,ABX87072,AAS63396
AAS63481,ABX87923,ABG15745
AAS63751,ABX88450,ABG12331
AAS62776,ABX88253,ABG14112
ABG14808,ABX88566,AAS60660
AAS63425,ABX87387,ABG12201
AAS60779,ABX86121,ABG15890
ABG15436,ABX86514,AAS60348
AAS61140,ABX88048,ABG12940
AAS61047,ABX87872,ABG14606
ABG12129,ABX87117,AAS63355
ABG12923,ABX86756,AAS61156
ABG15942,ABX85845,AAS60728
ABG14520,ABX86889,AAS61127
ABG14595,ABX85012,AAS61058
ABG12195,ABX86946,AAS63419
AAS60945,ABX87342,ABG14708
AAS60644,ABX87904,ABG14791
ABG15628,ABX88240,AAS64038
ABG16005,ABX88373,AAS63878
AAS61423,ABX86917,ABG12676
AAS62053,ABX85375,ABG13333
ABG12091,ABX88402,AAS63318
AAS61477,ABX86644,ABG12618
AAS60396,ABX88000,ABG12232
ABG13940,ABX87537,AAS62503
ABG13614,ABX87450,AAS62295
ABG15123,ABX86845,AAS63127
AAS63875,ABX85197,ABG16008
ABG14496,ABX87662,AAS61388
ABG12805,ABX86615,AAS61672
AAS63979,ABX85660,ABG15688
ABG12980,ABX87503,AAS61539
ABG15689,ABX85139,AAS63978
AAS64168,ABX88397,ABG16128
ABG15621,ABX87664,AAS64046
AAS62523,ABX85279,ABG13963
ABG14055,ABX88193,AAS62614
AAS64131,ABX85918,ABG14965
ABG14650,ABX86153,AAS61003
AAS61905,ABX86556,ABG13282
ABG12666,ABX85522,AAS61432
ABG15990,ABX87012,AAS60679
AAS64013,ABX88135,ABG15651
AAS60383,ABX88195,ABG12221
AAS62117,ABX85437,ABG13405
AAS62328,ABX88522,ABG13648
ABG15838,ABX85078,AAS63921
ABG13184,ABX86937,AAS61787
AAS63529,ABX87370,ABG15792
ABG14458,ABX87215,AAS61356
AAS61449,ABX86334,ABG12646
AAS63154,ABX88649,ABG15093
AAS63414,ABX85346,ABG12190
ABG13615,ABX87534,AAS62296
AAS64172,ABX86731,ABG16132
ABG13472,ABX85105,AAS62165
ABG16024,ABX85264,AAS63859
AAS63076,ABX88451,ABG15176
AAS62251,ABX86784,ABG13562
AAS62206,ABX88027,ABG13515
AAS61312,ABX87675,ABG12541
ABG14854,ABX86904,AAS60568
ABG12873,ABX88646,AAS61197
ABG14040,ABX86639,AAS62599
AAS63822,ABX86018,ABG15553
AAS63086,ABX87667,ABG15166
AAS61069,ABX86328,ABG14581
ABG14359,ABX88680,AAS62668
ABG13272,ABX85628,AAS61899
AAS62952,ABX86371,ABG12527
ABG15825,ABX88668,AAS63908
AAS62615,ABX87776,ABG14056
ABG13653,ABX86466,AAS62334
ABG15482,ABX87940,AAS60304
AAS63083,ABX88413,ABG15169
ABG15411,ABX85201,AAS60376
ABG15841,ABX86597,AAS63924
AAS61972,ABX86625,ABG13768
ABG13724,ABX87880,AAS62406
ABG12327,ABX88645,AAS63755
ABG12799,ABX85576,AAS61667
AAS63081,ABX86762,ABG15172
AAS61643,ABX84952,ABG12775
ABG15453,ABX86768,AAS60333
ABG12660,ABX87900,AAS61438
AAS61278,ABX86818,ABG12574
AAS61019,ABX85074,ABG14633
ABG15200,ABX86258,AAS60509
ABG12841,ABX86873,AAS61704
AAS60776,ABX85310,ABG15892
AAS60351,ABX87124,ABG15434
ABG15585,ABX88217,AAS63284
ABG13898,ABX85612,AAS62467
ABG12053,ABX87065,AAS60819
ABG14668,ABX85572,AAS60988
AAS61218,ABX87669,ABG12852
ABG13959,ABX87607,AAS62519
AAS61989,ABX85035,ABG13858
AAS64042,ABX85554,ABG15625
ABG14250,ABX85415,AAS62902
AAS60684,ABX87008,ABG15985
ABG14404,ABX86677,AAS62708
AAS61110,ABX88588,ABG14532
ABG15006,ABX86832,AAS63228
AAS61746,ABX86809,ABG13225
AAS62768,ABX86636,ABG14103
AAS62102,ABX86760,ABG13389
AAS63974,ABX87714,ABG15693
AAS61460,ABX84941,ABG12634
AAS63713,ABX86907,ABG12375
AAS58573,ABX88779,ABG16276
AAS60696,ABX85241,ABG15973
AAS60519,ABX84983,ABG15190
ABG14444,ABX88227,AAS61342
AAS58582,ABX88746,ABG16286
AAS62773,ABX88230,ABG14109
ABG15877,ABX87024,AAS60794
AAS63748,ABX85666,ABG12336
AAS62883,ABX87114,ABG14227
AAS62724,ABX85363,ABG14333
AAS62917,ABX86287,ABG14268
AAS63183,ABX85116,ABG15064
ABG15853,ABX87640,AAS63937
ABG12045,ABX86190,AAS60827
AAS61078,ABX86770,ABG14572
ABG11982,ABX88341,AAS60291
ABG14612,ABX85261,AAS61041
AAS62248,ABX85704,ABG13559
ABG12343,ABX86012,AAS63741
ABG15523,ABX87793,AAS63793
AAS62825,ABX84982,ABG14163
AAS61858,ABX86900,ABG13107
AAS60581,ABX85588,ABG14839
AAS61197,ABX88646,ABG12873
AAS63380,ABX85616,ABG12155
ABG14784,ABX88484,AAS60637
AAS58638,ABX84815,ABG16139
ABG13994,ABX88553,AAS62552
AAS63430,ABX88354,ABG12206
AAS60677,ABX88169,ABG15992
ABG14538,ABX87365,AAS61103
ABG13695,ABX88105,AAS62377
AAS63208,ABX86545,ABG15030
ABG15156,ABX87168,AAS63096
AAS61153,ABX87272,ABG12926
ABG16122,ABX88681,AAS64162
AAS63999,ABX84966,ABG15666
AAS64040,ABX88583,ABG15627
AAS61083,ABX86694,ABG14566
AAS62298,ABX85382,ABG13617
AAS63696,ABX86828,ABG12392
ABG14941,ABX85440,AAS60876
AAS63285,ABX87806,ABG15586
ABG13587,ABX86797,AAS62271
AAS60990,ABX86373,ABG14666
ABG15867,ABX87502,AAS60804
ABG15431,ABX86987,AAS60354
AAS60292,ABX85312,ABG11983
ABG15711,ABX85144,AAS63954
ABG12791,ABX85615,AAS61659
ABG14229,ABX84928,AAS62885
ABG14979,ABX86813,AAS64116
ABG14397,ABX86117,AAS62702
AAS60922,ABX87220,ABG14729
AAS63333,ABX86332,ABG12107
ABG15868,ABX87216,AAS60803
ABG12858,ABX88249,AAS61212
ABG12836,ABX86903,AAS61699
ABG15581,ABX87303,AAS63280
ABG13805,ABX87617,AAS62037
AAS58747,ABX84851,ABG16215
AAS63932,ABX88498,ABG15849
AAS58553,ABX88773,ABG16258
AAS62816,ABX86622,ABG14153
ABG15897,ABX88504,AAS60770
ABG14911,ABX86675,AAS60905
ABG12168,ABX87659,AAS63393
AAS63933,ABX87371,ABG15850
ABG12855,ABX85594,AAS61215
AAS63398,ABX85491,ABG12173
ABG15818,ABX87207,AAS63901
AAS61536,ABX85607,ABG12983
AAS60302,ABX86861,ABG15484
ABG15169,ABX88413,AAS63083
ABG13735,ABX85142,AAS62418
ABG15067,ABX87957,AAS63180
AAS60943,ABX86759,ABG14710
ABG13887,ABX87177,AAS62456
AAS60554,ABX85017,ABG14871
ABG16035,ABX85290,AAS63846
ABG15648,ABX86342,AAS64017
ABG16184,ABX84834,AAS58695
ABG12475,ABX88216,AAS63002
ABG14889,ABX87507,AAS60535
ABG15703,ABX85995,AAS63964
ABG14532,ABX88588,AAS61110
ABG14691,ABX87399,AAS60960
AAS63490,ABX87930,ABG15752
ABG13927,ABX85185,AAS62488
AAS61773,ABX84949,ABG13200
AAS62249,ABX88087,ABG13560
ABG15666,ABX84966,AAS63999
AAS63779,ABX86933,ABG15510
AAS62990,ABX85969,ABG12488
AAS60788,ABX85471,ABG15882
ABG13277,ABX87129,AAS61904
AAS62761,ABX86438,ABG14296
AAS62758,ABX84960,ABG14299
AAS61213,ABX84970,ABG12857
AAS61203,ABX88279,ABG12867
AAS60463,ABX88372,ABG15246
AAS63547,ABX85592,ABG16073
ABG14744,ABX87033,AAS60599
