AAS61939,ABX87162,ABG13314
AAS62574,ABX87989,ABG14015
AAS60432,ABX86896,ABG15279
AAS62103,ABX86629,ABG13390
ABG14603,ABX87702,AAS61050
ABG13356,ABX88134,AAS62074
AAS60637,ABX88484,ABG14784
AAS63894,ABX85052,ABG15811
ABG11999,ABX88597,AAS63247
AAS61824,ABX87053,ABG13145
ABG12962,ABX88551,AAS61555
ABG12935,ABX85650,AAS61144
AAS58748,ABX84781,ABG16214
ABG14288,ABX86543,AAS62937
ABG14416,ABX86653,AAS62719
AAS61068,ABX87523,ABG14582
ABG15846,ABX86972,AAS63929
AAS62981,ABX86610,ABG12497
AAS58549,ABX88776,ABG16255
AAS61088,ABX87415,ABG14556
ABG12984,ABX86684,AAS61535
ABG12870,ABX85973,AAS61200
AAS63355,ABX87117,ABG12129
AAS64064,ABX86120,ABG15603
ABG12704,ABX86724,AAS61578
ABG15602,ABX86022,AAS64065
AAS61151,ABX86960,ABG12928
AAS58543,ABX88724,ABG16250
AAS63380,ABX85616,ABG12155
AAS61617,ABX84887,ABG12750
ABG13549,ABX86567,AAS62238
ABG12336,ABX85666,AAS63748
AAS62535,ABX85040,ABG13972
AAS62931,ABX86114,ABG14282
AAS62822,ABX87197,ABG14160
AAS63095,ABX85846,ABG15158
AAS62915,ABX87561,ABG14265
ABG15133,ABX86488,AAS63118
AAS62475,ABX85797,ABG13913
AAS63033,ABX85814,ABG12431
AAS62010,ABX86624,ABG13836
ABG12399,ABX85671,AAS63688
ABG12099,ABX87573,AAS63326
ABG15901,ABX86325,AAS60766
ABG15779,ABX86631,AAS63517
AAS62774,ABX86853,ABG14110
ABG12366,ABX85703,AAS63724
AAS61032,ABX88095,ABG14620
ABG15829,ABX86467,AAS63913
AAS60703,ABX84878,ABG15966
ABG15041,ABX88281,AAS63200
ABG14746,ABX88041,AAS60601
ABG15825,ABX88668,AAS63908
ABG15987,ABX86656,AAS60682
ABG14174,ABX85540,AAS62837
ABG14878,ABX88438,AAS60547
AAS64166,ABX87472,ABG16126
AAS62743,ABX88692,ABG14313
AAS63633,ABX85064,ABG12266
ABG14037,ABX88478,AAS62596
AAS62785,ABX86848,ABG14121
AAS61455,ABX88062,ABG12640
AAS63889,ABX88309,ABG15805
ABG15537,ABX86086,AAS63807
ABG11979,ABX87354,AAS60288
ABG16034,ABX87920,AAS63847
ABG12388,ABX85081,AAS63700
AAS63040,ABX88006,ABG12438
ABG14065,ABX85938,AAS62625
AAS62722,ABX87132,ABG14419
AAS58646,ABX84807,ABG16146
AAS62377,ABX88105,ABG13695
AAS60639,ABX87092,ABG14786
ABG14918,ABX88501,AAS60900
ABG15239,ABX85051,AAS60470
ABG15629,ABX87723,AAS64037
AAS63646,ABX86774,ABG12282
AAS63371,ABX85695,ABG12147
AAS63805,ABX88129,ABG15535
AAS63820,ABX87040,ABG15551
ABG14002,ABX86004,AAS62560
ABG12862,ABX86456,AAS61208
ABG12499,ABX86755,AAS62979
ABG15702,ABX86075,AAS63965
ABG14488,ABX86148,AAS61382
AAS63874,ABX87943,ABG16009
ABG14142,ABX85624,AAS62806
ABG14348,ABX86850,AAS62656
AAS62005,ABX86630,ABG13841
AAS62546,ABX87968,ABG13987
AAS63936,ABX85841,ABG15852
AAS61828,ABX86714,ABG13141
ABG16044,ABX87287,AAS63838
AAS61461,ABX85087,ABG12633
ABG13331,ABX85207,AAS62052,ABG13332
AAS61892,ABX88363,ABG13264
ABG12146,ABX87783,AAS63370
AAS61938,ABX86840,ABG13313
ABG13034,ABX88388,AAS61250
ABG14414,ABX87974,AAS62717
ABG12582,ABX87015,AAS61512
AAS62453,ABX84984,ABG13884
AAS61800,ABX87698,ABG13169
AAS62520,ABX85940,ABG13960
ABG14389,ABX85999,AAS62695
AAS63210,ABX85715,ABG15028
AAS60989,ABX85818,ABG14667
AAS63054,ABX86457,ABG12450
ABG13485,ABX84900,AAS62178
ABG14354,ABX86398,AAS62663
AAS61357,ABX86660,ABG14459
ABG12756,ABX88459,AAS61623
AAS63673,ABX87674,ABG12311
AAS61980,ABX87335,ABG13867
AAS62436,ABX84947,ABG13752
ABG12957,ABX86030,AAS61560
ABG13510,ABX88648,AAS62201
AAS63899,ABX87465,ABG15816
ABG13988,ABX85574,AAS62547
ABG14118,ABX85716,AAS62782
ABG14341,ABX86787,AAS62651
AAS62385,ABX88157,ABG13702
ABG12311,ABX87674,AAS63673
AAS61347,ABX87785,ABG14449
ABG14468,ABX85396,AAS61366
AAS62476,ABX87361,ABG13914
AAS62621,ABX85838,ABG14061
AAS61575,ABX86609,ABG12701
ABG12442,ABX85604,AAS63044
AAS62292,ABX85452,ABG13610
AAS62482,ABX86122,ABG13921
AAS62496,ABX88039,ABG13933
AAS60717,ABX85776,ABG15953
ABG13926,ABX85582,AAS62487
ABG15515,ABX88669,AAS63784
ABG15161,ABX86284,AAS63091
ABG12701,ABX86609,AAS61575
AAS60616,ABX85385,ABG14761
ABG12923,ABX86756,AAS61156
ABG13300,ABX87854,AAS61924
AAS63701,ABX85811,ABG12386
AAS62867,ABX85487,ABG14211
AAS63975,ABX87297,ABG15692
AAS63553,ABX85796,ABG16080
ABG14614,ABX86600,AAS61039
AAS62597,ABX88272,ABG14038
ABG12373,ABX85834,AAS63715
AAS63261,ABX85892,ABG15563
AAS62006,ABX86013,ABG13840
ABG12594,ABX85922,AAS61500
AAS62420,ABX87452,ABG13737
AAS63016,ABX84992,ABG12414
AAS63494,ABX86170,ABG15756
AAS62567,ABX85294,ABG14009
ABG15188,ABX85898,AAS60521
ABG16153,ABX84809,AAS58652
AAS60895,ABX85030,ABG14922
AAS64062,ABX88590,ABG15605
AAS60309,ABX86348,ABG15477
ABG15213,ABX86822,AAS60495
ABG15154,ABX87538,AAS63098
AAS63307,ABX86986,ABG12080
ABG12028,ABX86586,AAS60844
ABG13470,ABX87885,AAS62163
AAS60927,ABX86500,ABG14724
AAS60326,ABX88355,ABG15460
ABG12964,ABX88197,AAS61553
AAS62226,ABX86475,ABG13537
AAS62443,ABX88483,ABG13871
AAS63279,ABX85689,ABG15580
AAS63962,ABX85287,ABG15704
AAS64034,ABX85787,ABG15632
ABG14110,ABX86853,AAS62774
AAS63450,ABX87477,ABG15397
AAS61677,ABX87462,ABG12811
ABG12443,ABX85302,AAS63045
AAS63081,ABX86762,ABG15172
AAS63635,ABX88042,ABG12268
ABG13786,ABX88659,AAS61954
ABG13967,ABX87935,AAS62530
AAS62319,ABX85665,ABG13638
AAS62478,ABX87259,ABG13917
ABG12390,ABX86351,AAS63698
AAS61100,ABX87017,ABG14541
ABG16073,ABX85592,AAS63547
AAS62552,ABX88553,ABG13994
AAS60822,ABX86442,ABG12050
ABG12648,ABX85520,AAS61447
ABG13651,ABX85725,AAS62331
ABG15402,ABX88073,AAS63445
ABG16000,ABX86259,AAS63883
ABG14157,ABX88241,AAS62820
AAS61079,ABX87198,ABG14571
ABG15269,ABX87891,AAS60442
AAS62762,ABX88378,ABG14295
ABG13127,ABX86383,AAS61840
ABG15478,ABX86908,AAS60308
AAS61512,ABX87015,ABG12582
ABG12177,ABX86793,AAS63403
AAS62047,ABX85508,ABG13324
ABG14990,ABX87679,AAS64110
AAS61049,ABX87044,ABG14604
ABG15093,ABX88649,AAS63154
AAS63881,ABX86885,ABG16002
ABG15551,ABX87040,AAS63820
ABG13192,ABX85079,AAS61779
AAS62653,ABX86642,ABG14343
ABG16045,ABX86859,AAS63837
ABG12868,ABX85123,AAS61202
AAS62652,ABX87359,ABG14342
AAS61138,ABX88623,ABG12945
AAS61190,ABX87818,ABG12882
AAS58647,ABX84748,ABG16148
ABG14259,ABX87406,AAS62910
AAS63919,ABX88014,ABG15836
ABG14220,ABX84919,AAS62876
ABG12620,ABX86864,AAS61475
AAS62712,ABX86679,ABG14409
AAS62481,ABX87499,ABG13920
ABG16316,ABX88765,AAS58533
ABG16122,ABX88681,AAS64162
ABG12486,ABX87057,AAS62991
ABG14213,ABX88513,AAS62869
ABG15035,ABX87717,AAS63203
ABG14711,ABX85160,AAS60941
ABG12289,ABX85077,AAS63652
AAS60554,ABX85017,ABG14871
ABG15432,ABX86665,AAS60353
ABG12449,ABX86973,AAS63051
ABG14358,ABX88069,AAS62667
ABG15417,ABX87074,AAS60369
AAS62943,ABX86796,ABG14095
AAS62498,ABX87508,ABG13935
ABG15225,ABX86028,AAS60483
ABG15142,ABX88607,AAS63109
ABG14471,ABX87639,AAS61369
AAS62982,ABX85366,ABG12496
ABG12249,ABX84884,AAS63614
AAS62892,ABX87509,ABG14238
ABG13815,ABX85269,AAS62028
AAS60630,ABX86297,ABG14776
AAS60659,ABX86355,ABG14806
ABG14525,ABX85414,AAS61122
AAS62360,ABX88118,ABG13678
ABG15202,ABX86863,AAS60507
AAS61591,ABX88636,ABG12718
AAS61574,ABX88366,ABG12700
AAS61087,ABX86838,ABG14558
AAS63739,ABX85167,ABG12345
ABG12049,ABX85920,AAS60823
AAS61895,ABX85959,ABG13267
AAS60496,ABX85863,ABG15212
AAS63322,ABX85855,ABG12095
AAS64126,ABX87351,ABG14970
ABG13552,ABX84888,AAS62241
AAS62012,ABX87965,ABG13834
AAS63291,ABX87277,ABG12064
ABG15106,ABX85961,AAS63140
ABG15131,ABX88036,AAS63120
AAS60873,ABX87684,ABG14944
AAS61934,ABX87798,ABG13310
ABG13644,ABX85794,AAS62324
AAS61254,ABX86091,ABG13030
ABG12640,ABX88062,AAS61455
AAS62485,ABX86706,ABG13924
AAS60433,ABX87265,ABG15278
AAS63073,ABX85155,ABG15179
ABG15086,ABX88231,AAS63161
AAS61709,ABX86255,ABG12847
AAS61646,ABX86877,ABG12778
AAS63365,ABX86127,ABG12141
AAS61153,ABX87272,ABG12926
AAS62080,ABX87011,ABG13362
ABG14747,ABX85503,AAS60602
AAS60516,ABX85024,ABG15193
AAS62089,ABX86566,ABG13372
AAS60406,ABX88167,ABG15304
AAS61890,ABX85291,ABG13262
AAS62233,ABX85721,ABG13544
ABG12994,ABX87693,AAS61525
ABG15953,ABX85776,AAS60717
ABG15898,ABX87002,AAS60769
AAS61084,ABX86697,ABG14565
AAS61948,ABX87042,ABG13792
AAS62882,ABX88616,ABG14226
AAS60950,ABX85649,ABG14701
ABG14134,ABX84962,AAS62798
ABG13936,ABX87764,AAS62499
AAS63614,ABX84884,ABG12249
AAS60931,ABX87457,ABG14720
AAS61021,ABX87304,ABG14631
AAS61657,ABX87870,ABG12789
AAS61719,ABX85752,ABG13080
ABG16086,ABX88325,AAS63558
ABG12820,ABX84894,AAS61685
ABG14930,ABX85530,AAS60886
AAS60847,ABX85761,ABG12025
ABG15631,ABX85965,AAS64035
AAS61884,ABX85792,ABG13256
AAS60732,ABX85432,ABG15938
AAS60396,ABX88000,ABG12232
AAS61371,ABX88470,ABG14473
AAS61850,ABX88508,ABG13115
AAS58756,ABX84758,ABG16208
ABG16054,ABX85132,AAS63829
ABG13810,ABX88447,AAS62033
AAS60368,ABX87610,ABG15418
ABG12797,ABX86663,AAS61665
AAS63267,ABX88255,ABG15569
AAS60680,ABX87414,ABG15989
AAS63697,ABX86696,ABG12391
AAS64001,ABX87728,ABG15664
AAS61776,ABX85669,ABG13197
AAS61798,ABX87704,ABG13171
ABG16190,ABX84816,AAS58701
AAS63742,ABX85579,ABG12342
AAS61124,ABX84935,ABG14523
AAS63650,ABX87600,ABG12287
ABG12238,ABX86059,AAS63605
AAS62258,ABX87865,ABG13569
ABG13530,ABX87481,AAS62218
ABG12667,ABX85151,AAS61431
AAS61104,ABX86801,ABG14537
AAS61981,ABX88444,ABG13866
AAS62622,ABX85036,ABG14062
ABG13419,ABX86683,AAS62130
ABG12563,ABX87671,AAS61289
ABG14535,ABX86446,AAS61106
ABG16239,ABX84767,AAS58764
AAS61644,ABX88243,ABG12776
ABG15871,ABX84907,AAS60800
ABG14235,ABX85757,AAS62889
AAS63898,ABX88318,ABG15815
AAS62421,ABX85777,ABG13738
AAS61959,ABX86441,ABG13781
ABG14195,ABX87763,AAS62854
AAS62337,ABX88527,ABG13656
ABG14454,ABX84918,AAS61352
AAS60969,ABX85344,ABG14682
ABG12888,ABX87638,AAS61187
AAS62601,ABX85339,ABG14042
AAS64113,ABX85577,ABG14985
ABG15924,ABX87746,AAS60747
AAS63853,ABX85500,ABG16029
ABG12376,ABX85542,AAS63711
ABG15435,ABX86837,AAS60350
AAS61020,ABX88468,ABG14632
ABG12287,ABX87600,AAS63650
ABG13820,ABX85858,AAS62022
ABG15029,ABX85293,AAS63209
ABG13143,ABX85883,AAS61826
ABG14699,ABX87826,AAS60952
ABG13845,ABX87150,AAS62002
AAS60769,ABX87002,ABG15898
ABG15910,ABX87486,AAS60758
ABG14648,ABX84868,AAS61005
AAS61664,ABX86224,ABG12796
ABG14939,ABX87146,AAS60878
ABG15289,ABX85738,AAS60421
ABG14455,ABX86550,AAS61353
ABG11984,ABX85578,AAS63259
AAS64000,ABX87456,ABG15665
AAS63174,ABX87380,ABG15073
AAS63419,ABX86946,ABG12195
AAS62623,ABX88323,ABG14063
ABG12067,ABX87922,AAS63294
AAS60715,ABX86378,ABG15955
ABG14219,ABX85134,AAS62875
ABG12699,ABX87009,AAS61573
AAS62564,ABX87895,ABG14006
AAS63051,ABX86973,ABG12449
AAS61740,ABX88565,ABG13235
AAS63431,ABX88116,ABG12207
ABG14253,ABX87524,AAS62905
ABG14303,ABX85106,AAS62753
ABG16117,ABX88540,AAS64157
AAS60800,ABX84907,ABG15871
AAS63991,ABX86427,ABG15674
ABG15852,ABX85841,AAS63936
ABG12173,ABX85491,AAS63398
AAS61428,ABX87111,ABG12670
ABG14133,ABX88412,AAS62797
AAS60521,ABX85898,ABG15188
AAS62132,ABX88564,ABG13421
AAS60656,ABX88521,ABG14803
AAS61570,ABX86701,ABG12696
ABG12993,ABX87173,AAS61526
ABG12367,ABX86764,AAS63723
AAS62076,ABX87068,ABG13358
AAS61843,ABX87099,ABG13125
AAS64153,ABX85426,ABG16113
AAS60514,ABX87362,ABG15195
AAS63121,ABX85308,ABG15130
ABG15071,ABX86309,AAS63176
ABG13259,ABX87744,AAS61887
AAS62074,ABX88134,ABG13356
ABG13585,ABX85762,AAS62268
ABG12545,ABX85246,AAS61307
ABG12621,ABX88288,AAS61474
AAS61504,ABX88052,ABG12590
ABG12006,ABX86948,AAS63239
AAS60401,ABX86212,ABG15311
AAS63702,ABX85109,ABG12385
AAS61923,ABX85479,ABG13299
AAS62734,ABX86081,ABG14324
AAS62649,ABX86221,ABG14339
AAS60654,ABX87235,ABG14802
ABG13386,ABX88124,AAS62099
ABG12656,ABX86573,AAS61439
ABG13885,ABX87699,AAS62454
ABG14754,ABX88480,AAS60608
ABG14326,ABX85250,AAS62732
ABG15286,ABX87903,AAS60425
ABG12210,ABX86711,AAS63434
ABG14432,ABX84873,AAS61331
ABG13664,ABX87263,AAS62345
AAS60648,ABX87394,ABG14795
AAS61290,ABX87268,ABG12562
AAS64032,ABX88132,ABG15634
AAS63200,ABX88281,ABG15041
ABG14875,ABX86982,AAS60550
AAS60921,ABX87533,ABG14730
AAS62021,ABX85685,ABG13821
ABG14682,ABX85344,AAS60969
ABG16152,ABX84756,AAS58651
AAS62087,ABX85272,ABG13370
AAS62917,ABX86287,ABG14268
AAS62907,ABX87848,ABG14255
ABG16216,ABX84842,AAS58745
ABG12191,ABX88688,AAS63415
AAS61915,ABX88022,ABG13291
AAS60314,ABX88455,ABG15472
AAS61543,ABX87529,ABG12976
ABG13082,ABX86605,AAS61721
ABG12495,ABX85772,AAS62983
ABG15259,ABX87497,AAS60451
ABG14025,ABX86882,AAS62586
ABG16223,ABX84817,AAS58733
AAS64054,ABX86026,ABG15613
ABG12167,ABX84915,AAS63392
ABG15883,ABX87837,AAS60787
AAS60710,ABX86178,ABG15959
ABG13013,ABX86150,AAS61272
AAS61652,ABX85947,ABG12784
ABG14640,ABX86312,AAS61012
ABG13622,ABX85675,AAS62304
AAS62991,ABX87057,ABG12486
AAS60833,ABX86913,ABG12039
AAS63490,ABX87930,ABG15752
AAS61859,ABX86899,ABG13106
AAS60705,ABX85639,ABG15964
ABG12551,ABX88426,AAS61301
ABG16324,ABX88712,AAS58539
AAS60665,ABX87804,ABG14812
ABG13189,ABX87543,AAS61782
ABG12180,ABX85724,AAS63406
AAS64175,ABX86280,ABG16135
ABG13853,ABX85934,AAS61994
ABG14349,ABX87795,AAS62658
ABG12483,ABX85348,AAS62994
AAS62477,ABX86834,ABG13915
ABG14301,ABX85643,AAS62755
ABG13020,ABX86205,AAS61265
ABG15925,ABX87064,AAS60746
ABG15580,ABX85689,AAS63279
AAS62521,ABX86320,ABG13961
ABG14553,ABX87998,AAS61091
ABG13290,ABX87741,AAS61913
AAS63204,ABX85822,ABG15034
AAS63868,ABX86317,ABG16015
AAS58658,ABX84793,ABG16159
ABG15451,ABX88228,AAS60335
ABG15484,ABX86861,AAS60302
ABG13363,ABX87266,AAS62081
AAS62129,ABX86248,ABG13418
ABG15284,ABX85621,AAS60427
ABG13895,ABX85560,AAS62464
ABG12260,ABX86855,AAS63626
ABG14328,ABX87211,AAS62730
ABG14669,ABX85165,AAS60986
ABG14022,ABX85221,AAS62583
AAS61913,ABX87741,ABG13290
AAS62026,ABX85657,ABG13816
ABG15476,ABX85870,AAS60310
ABG12476,ABX87245,AAS63001
AAS62724,ABX85363,ABG14333
AAS60305,ABX85216,ABG15481
ABG16102,ABX88181,AAS64142
ABG14109,ABX88230,AAS62773
ABG14501,ABX86599,AAS61395
AAS61685,ABX84894,ABG12820
ABG15657,ABX85546,AAS64007
AAS60434,ABX86278,ABG15277
ABG15700,ABX86992,AAS63967
ABG12872,ABX85145,AAS61198
ABG14385,ABX86088,AAS62692
ABG14609,ABX86844,AAS61044
AAS61927,ABX87665,ABG13303
AAS61005,ABX84868,ABG14648
ABG15894,ABX85303,AAS60774
ABG16135,ABX86280,AAS64175
AAS61348,ABX87479,ABG14450
AAS61942,ABX85496,ABG13320
ABG15461,ABX87908,AAS60325
ABG15630,ABX87368,AAS64036
ABG14658,ABX86914,AAS60995
AAS62840,ABX84969,ABG14178
AAS62248,ABX85704,ABG13559
AAS61302,ABX85510,ABG12550
ABG15507,ABX85759,AAS63776
ABG14095,ABX86796,AAS62943
AAS61359,ABX85847,ABG14463
AAS60986,ABX85165,ABG14669
AAS62316,ABX85016,ABG13633
ABG14187,ABX85204,AAS62849
ABG12600,ABX86105,AAS61493
AAS61566,ABX87522,ABG12950
AAS60641,ABX86132,ABG14788
AAS58668,ABX84821,ABG16169
ABG14103,ABX86636,AAS62768
AAS60340,ABX84929,ABG15446
AAS62298,ABX85382,ABG13617
ABG14123,ABX86719,AAS62787
AAS60332,ABX88650,ABG15454
ABG12998,ABX87586,AAS61521
AAS61267,ABX85910,ABG13018
AAS63359,ABX86476,ABG12133
ABG15895,ABX85732,AAS60772
AAS61880,ABX88532,ABG13252
AAS62714,ABX85332,ABG14411
ABG13819,ABX88322,AAS62023
AAS62093,ABX87001,ABG13378
AAS60502,ABX87094,ABG15206
AAS63185,ABX87893,ABG15060
AAS60573,ABX87217,ABG14849
ABG12544,ABX88201,AAS61308
ABG13766,ABX88180,AAS61974
ABG14055,ABX88193,AAS62614
AAS61801,ABX88349,ABG13168
AAS60882,ABX85486,ABG14935
ABG15693,ABX87714,AAS63974
AAS60490,ABX86155,ABG15218
AAS64176,ABX88653,ABG16136
ABG12671,ABX87540,AAS61427
AAS61028,ABX86621,ABG14624
AAS62710,ABX87210,ABG14407
ABG15652,ABX88260,AAS64012
ABG12435,ABX85148,AAS63037
ABG15503,ABX86385,AAS63772
AAS63667,ABX87637,ABG12304
AAS61966,ABX85179,ABG13774
ABG12394,ABX87565,AAS63693
ABG14310,ABX85541,AAS62746
ABG15673,ABX87080,AAS63992
AAS63973,ABX87202,ABG15694
AAS61143,ABX85120,ABG12936
ABG13270,ABX85188,AAS61897
ABG15576,ABX88074,AAS63275
ABG14973,ABX87301,AAS64122
AAS63613,ABX88431,ABG12248
AAS63262,ABX84924,ABG15564
AAS63045,ABX85302,ABG12443
AAS64173,ABX85199,ABG16133
AAS62673,ABX85985,ABG14366
AAS64143,ABX85998,ABG16103
AAS61721,ABX86605,ABG13082
ABG14061,ABX85838,AAS62621
ABG12259,ABX86016,AAS63625
AAS63254,ABX88203,ABG11990
AAS62136,ABX88507,ABG13425
AAS63301,ABX86716,ABG12074
AAS63186,ABX88421,ABG15059
AAS61264,ABX86866,ABG13021
AAS60629,ABX85595,ABG14775
AAS63477,ABX87583,ABG15740
ABG15067,ABX87957,AAS63180
AAS60957,ABX86975,ABG14694
AAS62023,ABX88322,ABG13819
AAS62769,ABX88559,ABG14104
AAS60635,ABX84964,ABG14782
ABG15781,ABX85121,AAS63519
AAS61885,ABX85240,ABG13257
AAS61506,ABX88254,ABG12588
ABG13733,ABX87606,AAS62416
ABG15819,ABX86637,AAS63902
AAS61398,ABX86833,ABG14504
AAS61417,ABX85954,ABG12682
ABG13207,ABX85886,AAS61766
ABG14659,ABX87602,AAS60994
AAS61064,ABX85361,ABG14589
ABG15288,ABX86413,AAS60423
ABG12172,ABX85055,AAS63397
AAS60804,ABX87502,ABG15867
AAS64131,ABX85918,ABG14965
AAS62063,ABX87369,ABG13345
ABG13660,ABX88176,AAS62341
ABG15427,ABX88434,AAS60357
ABG14066,ABX85172,AAS62626
AAS63231,ABX86536,ABG15004
ABG12385,ABX85109,AAS63702
AAS62530,ABX87935,ABG13967
AAS63416,ABX88299,ABG12192
ABG13630,ABX85317,AAS62312
ABG14745,ABX88232,AAS60600
ABG13357,ABX87805,AAS62075
ABG15529,ABX87496,AAS63800
AAS63310,ABX86330,ABG12083
AAS61528,ABX87909,ABG12991
AAS60310,ABX85870,ABG15476
ABG13123,ABX85956,AAS61845
AAS62566,ABX87484,ABG14008
ABG11971,ABX85203,AAS60283
AAS61991,ABX85420,ABG13856
ABG13389,ABX86760,AAS62102
AAS61514,ABX86310,ABG12580
AAS61654,ABX87355,ABG12786
AAS61313,ABX88188,ABG12540
ABG12491,ABX86944,AAS62988
AAS63757,ABX86898,ABG12325
ABG14673,ABX86335,AAS60981
ABG12857,ABX84970,AAS61213
AAS62469,ABX88244,ABG13901
ABG12692,ABX88635,AAS61133
AAS61854,ABX88497,ABG13111
AAS61069,ABX86328,ABG14581
AAS61672,ABX86615,ABG12805
ABG12899,ABX85523,AAS61175
AAS62558,ABX87174,ABG14000
ABG15875,ABX85388,AAS60796
AAS63470,ABX86587,ABG15734
AAS63044,ABX85604,ABG12442
AAS63325,ABX86293,ABG12097
AAS62236,ABX85161,ABG13547
AAS61620,ABX85702,ABG12753
AAS62084,ABX86788,ABG13367
AAS58587,ABX88783,ABG16293
AAS60627,ABX85964,ABG14773
AAS61178,ABX87614,ABG12896
AAS63401,ABX87345,ABG12176
AAS61553,ABX88197,ABG12964
ABG15241,ABX87581,AAS60467
ABG12556,ABX88624,AAS61296
AAS61754,ABX87155,ABG13218
ABG13489,ABX88150,AAS62182
AAS63914,ABX87889,ABG15830
AAS62944,ABX88407,ABG14094
ABG12642,ABX87374,AAS61453
AAS63972,ABX87853,ABG15695
ABG14155,ABX87025,AAS62818
ABG14604,ABX87044,AAS61049
ABG14285,ABX85320,AAS62934
ABG15869,ABX88595,AAS60802
AAS63688,ABX85671,ABG12399
ABG12395,ABX86261,AAS63692
ABG16255,ABX88776,AAS58549
AAS63445,ABX88073,ABG15402
AAS62809,ABX88269,ABG14145
AAS63356,ABX87981,ABG12130
ABG16252,ABX88732,AAS58545
AAS62035,ABX87645,ABG13808
ABG15535,ABX88129,AAS63805
ABG15666,ABX84966,AAS63999
ABG13509,ABX87156,AAS62200
ABG13567,ABX87085,AAS62256
AAS58562,ABX88717,ABG16266
AAS60699,ABX88691,ABG15970
AAS58582,ABX88746,ABG16286
AAS62515,ABX86040,ABG13956
AAS63741,ABX86012,ABG12343
ABG14698,ABX87442,AAS60953
AAS62510,ABX87721,ABG13948
ABG12622,ABX87357,AAS61473
ABG15391,ABX88210,AAS63455
ABG12516,ABX87673,AAS62962
AAS62374,ABX87869,ABG13692
ABG12502,ABX87990,AAS62976
AAS61008,ABX87980,ABG14645
ABG14209,ABX88696,AAS62865
ABG16067,ABX85001,AAS63544
AAS60511,ABX87846,ABG15198
AAS63893,ABX85458,ABG15810
ABG12344,ABX88609,AAS63740
ABG16142,ABX84773,AAS58642
AAS60960,ABX87399,ABG14691
AAS60718,ABX87991,ABG15952
ABG13781,ABX86441,AAS61959
ABG15516,ABX85828,AAS63785
ABG12865,ABX87483,AAS61205
AAS63264,ABX85177,ABG15566
AAS60289,ABX86799,ABG11980
ABG13001,ABX87650,AAS61518
ABG14812,ABX87804,AAS60665
AAS61933,ABX88099,ABG13309
AAS60363,ABX87598,ABG15422
ABG13886,ABX87970,AAS62455
ABG15718,ABX88617,AAS63946
ABG12225,ABX85686,AAS60387
ABG12832,ABX85222,AAS61696
AAS62366,ABX88533,ABG13684
ABG15887,ABX87734,AAS60782
ABG15113,ABX86000,AAS63134
ABG15645,ABX85817,AAS64021
AAS62126,ABX86824,ABG13415
ABG13002,ABX87224,AAS61517
ABG15940,ABX85184,AAS60730
ABG15938,ABX85432,AAS60732
ABG13140,ABX86216,AAS61829
AAS62861,ABX88040,ABG14204
AAS62121,ABX86666,ABG13410
ABG13673,ABX85728,AAS62355
AAS60337,ABX87654,ABG15449
AAS61950,ABX85653,ABG13790
ABG13347,ABX86747,AAS62065
ABG15420,ABX86406,AAS60366
AAS60767,ABX85901,ABG15900
AAS61846,ABX85292,ABG13119
AAS60387,ABX85686,ABG12225
ABG16169,ABX84821,AAS58668
ABG14607,ABX85764,AAS61046
ABG13850,ABX85461,AAS61997
ABG13093,ABX85210,AAS61870
AAS60430,ABX86197,ABG15281
AAS63190,ABX85025,ABG15054
AAS60671,ABX88612,ABG14822
AAS63169,ABX85044,ABG15077
AAS60478,ABX86641,ABG15231
AAS61154,ABX86865,ABG12925
AAS58544,ABX88705,ABG16251
AAS63747,ABX85259,ABG12337
AAS63317,ABX85329,ABG12090
AAS63391,ABX86390,ABG12166
AAS62269,ABX87317,ABG13586
ABG13031,ABX86647,AAS61253
ABG15287,ABX87045,AAS60424
AAS60700,ABX86984,ABG15969
ABG16047,ABX87946,AAS63835
ABG13472,ABX85105,AAS62165
ABG14598,ABX87260,AAS61055
ABG12581,ABX87530,AAS61513
ABG15200,ABX86258,AAS60509
ABG16056,ABX87786,AAS63827
AAS62873,ABX87712,ABG14217
AAS62425,ABX86058,ABG13742
ABG13395,ABX88467,AAS62107
AAS62018,ABX87487,ABG13824
ABG14496,ABX87662,AAS61388
AAS60603,ABX85296,ABG14748
AAS64124,ABX88432,ABG14972
AAS61743,ABX86821,ABG13233
ABG15165,ABX88068,AAS63087
ABG12596,ABX86874,AAS61497
ABG15104,ABX87340,AAS63142
ABG14650,ABX86153,AAS61003
ABG14570,ABX88574,AAS61080
ABG12843,ABX85684,AAS61706
ABG14225,ABX88159,AAS62881
ABG13426,ABX85677,AAS62137
ABG12729,ABX85744,AAS63621
ABG12775,ABX84952,AAS61643
AAS60495,ABX86822,ABG15213
AAS63784,ABX88669,ABG15515
AAS63555,ABX86407,ABG16083
AAS60996,ABX88394,ABG14657
AAS63632,ABX87430,ABG12265
ABG15572,ABX86078,AAS63270
ABG15510,ABX86933,AAS63779
AAS62589,ABX86473,ABG14028
AAS60983,ABX87305,ABG14671
AAS58645,ABX84801,ABG16145
AAS63217,ABX86619,ABG15021
AAS60402,ABX87623,ABG15310
AAS63986,ABX88302,ABG15679
AAS60764,ABX86732,ABG15902
ABG14931,ABX87546,AAS60885
AAS63029,ABX86952,ABG12427
AAS60701,ABX86792,ABG15968
AAS62025,ABX86095,ABG13817
