('AAS60567', 'ABX85497', 'ABG14855')
('AAS63051', 'ABX86973', 'ABG12449')
('ABG12260', 'ABX86855', 'AAS63626')
('ABG12475', 'ABX88216', 'AAS63002')
('AAS61406', 'ABX88530', 'ABG14514')
('AAS60436', 'ABX85157', 'ABG15275')
('ABG14352', 'ABX88625', 'AAS62661')
('AAS61853', 'ABX87933', 'ABG13112')
('ABG12511', 'ABX87049', 'AAS62967')
('AAS63196', 'ABX84896', 'ABG15046')
('AAS63004', 'ABX87115', 'ABG12470')
('ABG13409', 'ABX86231', 'AAS62120')
('ABG11997', 'ABX87544', 'AAS63249')
('AAS63997', 'ABX86158', 'ABG15668')
('ABG14699', 'ABX87826', 'AAS60952')
('AAS61490', 'ABX85734', 'ABG12604')
('AAS61176', 'ABX88531', 'ABG12898')
('AAS64059', 'ABX87960', 'ABG15608')
('AAS60557', 'ABX86748', 'ABG14866')
('ABG14918', 'ABX88501', 'AAS60900')
('ABG14865', 'ABX85096', 'AAS60558')
('AAS62314', 'ABX85889', 'ABG13631')
('ABG13075', 'ABX86064', 'AAS61713')
('ABG13751', 'ABX86436', 'AAS62435')
('ABG13818', 'ABX85058', 'AAS62024')
('ABG15435', 'ABX86837', 'AAS60350')
('ABG12002', 'ABX87709', 'AAS63244')
('AAS61497', 'ABX86874', 'ABG12596')
('AAS61887', 'ABX87744', 'ABG13259')
('ABG14370', 'ABX88126', 'AAS62677')
('AAS61525', 'ABX87693', 'ABG12994')
('ABG14096', 'ABX85658', 'AAS62942')
('AAS60658', 'ABX85928', 'ABG14805')
('AAS62080', 'ABX87011', 'ABG13362')
('AAS61405', 'ABX85698', 'ABG14512')
('ABG16156', 'ABX84806', 'AAS58655')
('ABG13736', 'ABX88682', 'AAS62419')
('ABG13815', 'ABX85269', 'AAS62028')
('AAS62293', 'ABX85754', 'ABG13611')
('ABG13173', 'ABX88066', 'AAS61796')
('AAS64022', 'ABX86240', 'ABG15644')
('AAS61567', 'ABX85383', 'ABG12949')
('ABG13665', 'ABX85020', 'AAS62346')
('ABG12292', 'ABX88591', 'AAS63655')
('AAS62203', 'ABX85745', 'ABG13512')
('AAS61359', 'ABX85847', 'ABG14463')
('ABG13387', 'ABX85392', 'AAS62100')
('AAS61164', 'ABX85809', 'ABG12915')
('ABG13328', 'ABX87983', 'AAS62049')
('ABG12001', 'ABX88131', 'AAS63245')
('AAS61830', 'ABX85632', 'ABG13139')
('ABG13333', 'ABX85375', 'AAS62053')
('AAS61535', 'ABX86684', 'ABG12984')
('ABG12167', 'ABX84915', 'AAS63392')
('ABG12705', 'ABX88119', 'AAS61579')
('AAS61379', 'ABX87898', 'ABG14483')
('AAS63672', 'ABX88347', 'ABG12310')
('ABG14408', 'ABX86820', 'AAS62711')
('ABG12068', 'ABX86388', 'AAS63295')
('AAS62643', 'ABX85450', 'ABG14084')
('ABG15449', 'ABX87654', 'AAS60337')
('ABG15934', 'ABX85867', 'AAS60737')
('AAS63649', 'ABX84766', 'ABG14507')
('ABG16165', 'ABX84757', 'AAS58664')
('AAS61214', 'ABX85736', 'ABG12856')
('ABG13484', 'ABX85429', 'AAS62177')
('AAS61989', 'ABX85035', 'ABG13858')
('AAS60665', 'ABX87804', 'ABG14812')
('AAS63140', 'ABX85961', 'ABG15106')
('AAS62085', 'ABX88389', 'ABG13368')
('AAS63149', 'ABX87363', 'ABG15097')
('ABG13495', 'ABX88256', 'AAS62187')
('ABG13422', 'ABX86936', 'AAS62133')
('ABG15414', 'ABX87948', 'AAS60372')
('ABG12060', 'ABX85714', 'AAS60810')
('AAS62570', 'ABX86502', 'ABG14012')
('ABG13957', 'ABX84957', 'AAS62517')
('ABG15817', 'ABX86918', 'AAS63900')
('AAS63703', 'ABX85587', 'ABG12384')
('ABG13731', 'ABX85876', 'AAS62414')
('AAS61905', 'ABX86556', 'ABG13282')
('ABG12652', 'ABX88148', 'AAS61443')
('AAS62263', 'ABX87809', 'ABG13579')
('ABG15636', 'ABX85807', 'AAS64030')
('ABG15925', 'ABX87064', 'AAS60746')
('AAS61613', 'ABX87186', 'ABG12744')
('AAS62776', 'ABX88253', 'ABG14112')
('AAS61007', 'ABX88610', 'ABG14646')
('AAS62267', 'ABX88518', 'ABG13583')
('AAS61972', 'ABX86625', 'ABG13768')
('ABG15793', 'ABX85687', 'AAS63531')
('AAS63652', 'ABX85077', 'ABG12289')
('ABG14671', 'ABX87305', 'AAS60983')
('AAS62836', 'ABX88004', 'ABG14173')
('AAS61949', 'ABX85970', 'ABG13791')
('ABG13014', 'ABX85443', 'AAS61271')
('ABG16164', 'ABX84824', 'AAS58663')
('AAS61127', 'ABX86889', 'ABG14520')
('AAS62019', 'ABX86571', 'ABG13823')
('ABG12389', 'ABX85135', 'AAS63699')
('AAS63269', 'ABX86856', 'ABG15571')
('AAS64136', 'ABX85347', 'ABG14958')
('AAS62200', 'ABX87156', 'ABG13509')
('AAS63993', 'ABX87026', 'ABG15672')
('AAS63055', 'ABX85881', 'ABG12451')
('AAS62694', 'ABX86451', 'ABG14387')
('AAS62119', 'ABX87765', 'ABG13408')
('ABG13915', 'ABX86834', 'AAS62477')
('ABG14606', 'ABX87872', 'AAS61047')
('AAS62799', 'ABX87293', 'ABG14135')
('ABG16325', 'ABX88751', 'AAS58548')
('AAS61594', 'ABX85980', 'ABG12721')
('ABG12581', 'ABX87530', 'AAS61513')
('ABG16177', 'ABX84764', 'AAS58686')
('ABG14979', 'ABX86813', 'AAS64116')
('ABG16172', 'ABX84762', 'AAS58671')
('ABG15160', 'ABX87264', 'AAS63092')
('ABG16118', 'ABX86525', 'AAS64158')
('ABG12654', 'ABX84917', 'AAS61441')
('AAS61248', 'ABX86305', 'ABG13036')
('AAS62840', 'ABX84969', 'ABG14178')
('ABG13629', 'ABX85676', 'AAS62311')
('ABG14231', 'ABX85034', 'AAS62887')
('ABG16286', 'ABX88746', 'AAS58582')
('AAS63952', 'ABX87353', 'ABG15713')
('ABG15459', 'ABX87243', 'AAS60327')
('ABG13432', 'ABX87847', 'AAS62144')
('AAS61791', 'ABX87225', 'ABG13181')
('AAS63542', 'ABX85907', 'ABG16065')
('ABG13077', 'ABX87959', 'AAS61716')
('ABG14277', 'ABX88149', 'AAS62925')
('ABG12960', 'ABX86136', 'AAS61557')
('AAS60857', 'ABX84875', 'ABG12015')
('AAS60607', 'ABX87504', 'ABG14753')
('ABG12563', 'ABX87671', 'AAS61289')
('ABG15231', 'ABX86641', 'AAS60478')
('ABG15434', 'ABX87124', 'AAS60351')
('ABG15510', 'ABX86933', 'AAS63779')
('AAS62704', 'ABX84889', 'ABG14400')
('ABG12576', 'ABX87584', 'AAS61276')
('AAS63977', 'ABX86471', 'ABG15690')
('ABG15424', 'ABX86034', 'AAS60361')
('AAS63118', 'ABX86488', 'ABG15133')
('AAS63123', 'ABX86349', 'ABG15128')
('AAS58573', 'ABX88779', 'ABG16276')
('AAS60820', 'ABX88025', 'ABG12052')
('ABG12130', 'ABX87981', 'AAS63356')
('ABG14662', 'ABX87810', 'AAS60991')
('ABG12680', 'ABX88406', 'AAS61419')
('AAS61187', 'ABX87638', 'ABG12888')
('ABG13345', 'ABX87369', 'AAS62063')
('ABG15513', 'ABX86580', 'AAS63782')
('AAS62898', 'ABX85446', 'ABG14246')
('AAS63666', 'ABX86479', 'ABG12303')
('AAS63139', 'ABX87154', 'ABG15107')
('ABG15581', 'ABX87303', 'AAS63280')
('ABG15093', 'ABX88649', 'AAS63154')
('ABG12712', 'ABX87856', 'AAS61585')
('AAS61055', 'ABX87260', 'ABG14598')
('AAS62934', 'ABX85320', 'ABG14285')
('ABG15465', 'ABX88463', 'AAS60321')
('AAS61177', 'ABX88020', 'ABG12897')
('AAS60767', 'ABX85901', 'ABG15900')
('ABG14149', 'ABX86999', 'AAS62812')
('ABG15880', 'ABX85307', 'AAS60790')
('ABG12804', 'ABX84948', 'AAS61671')
('ABG13471', 'ABX88324', 'AAS62164')
('ABG14252', 'ABX85224', 'AAS62904')
('ABG16135', 'ABX86280', 'AAS64175')
('ABG12775', 'ABX84952', 'AAS61643')
('ABG13090', 'ABX87082', 'AAS61728')
('ABG14371', 'ABX88690', 'AAS62678')
('AAS62418', 'ABX85142', 'ABG13735')
('AAS64105', 'ABX88602', 'ABG14997')
('AAS61056', 'ABX88064', 'ABG14597')
('AAS61424', 'ABX86468', 'ABG12675')
('AAS64021', 'ABX85817', 'ABG15645')
('ABG12560', 'ABX85679', 'AAS61292')
('ABG12100', 'ABX88141', 'AAS63327')
('ABG12538', 'ABX87907', 'AAS61315')
('ABG14731', 'ABX86110', 'AAS60920')
('AAS62266', 'ABX85115', 'ABG13582')
('AAS60888', 'ABX85444', 'ABG14928')
('AAS60814', 'ABX87183', 'ABG12056')
('ABG12750', 'ABX84887', 'AAS61617')
('ABG13959', 'ABX87607', 'AAS62519')
('ABG13550', 'ABX86151', 'AAS62239')
('ABG15420', 'ABX86406', 'AAS60366')
('ABG14573', 'ABX85861', 'AAS61077')
('AAS64167', 'ABX87835', 'ABG16127')
('AAS63220', 'ABX85047', 'ABG15017')
('AAS61045', 'ABX86177', 'ABG14608')
('AAS61557', 'ABX86136', 'ABG12960')
('AAS62047', 'ABX85508', 'ABG13324')
('ABG14250', 'ABX85415', 'AAS62902')
('ABG15108', 'ABX88618', 'AAS63138')
('AAS61459', 'ABX86434', 'ABG12635')
('AAS63133', 'ABX86410', 'ABG15114')
('ABG14845', 'ABX87913', 'AAS60576')
('ABG12838', 'ABX88351', 'AAS61701')
('AAS61696', 'ABX85222', 'ABG12832')
('ABG15195', 'ABX87362', 'AAS60514')
('AAS60368', 'ABX87610', 'ABG15418')
('AAS58728', 'ABX84780', 'ABG16226')
('ABG13123', 'ABX85956', 'AAS61845')
('AAS62602', 'ABX87201', 'ABG14043')
('AAS60474', 'ABX86725', 'ABG15235')
('ABG15403', 'ABX87261', 'AAS63444')
('AAS62816', 'ABX86622', 'ABG14153')
('AAS61910', 'ABX85254', 'ABG13287')
('ABG12734', 'ABX87398', 'AAS61605')
('AAS60789', 'ABX85735', 'ABG15881')
('AAS62230', 'ABX86515', 'ABG13541')
('ABG14095', 'ABX86796', 'AAS62943')
('AAS62623', 'ABX88323', 'ABG14063')
('AAS61067', 'ABX86242', 'ABG14586')
('AAS62862', 'ABX84891', 'ABG14206')
('ABG13035', 'ABX85200', 'AAS61249')
('AAS61173', 'ABX88154', 'ABG12903')
('AAS61912', 'ABX85512', 'ABG13289')
('AAS62552', 'ABX88553', 'ABG13994')
('AAS61124', 'ABX84935', 'ABG14523')
('ABG14171', 'ABX87204', 'AAS62833')
('AAS63008', 'ABX84934', 'ABG12466')
('AAS63293', 'ABX88360', 'ABG12066')
('ABG15426', 'ABX84901', 'AAS60359')
('AAS62533', 'ABX86291', 'ABG13970')
('AAS60306', 'ABX85423', 'ABG15479')
('AAS61483', 'ABX87284', 'ABG12612')
('ABG13346', 'ABX87790', 'AAS62064')
('ABG13664', 'ABX87263', 'AAS62345')
('AAS64166', 'ABX87472', 'ABG16126')
('AAS61984', 'ABX86520', 'ABG13863')
('AAS61781', 'ABX87226', 'ABG13190')
('AAS62541', 'ABX86923', 'ABG13982')
('AAS63114', 'ABX86499', 'ABG15137')
('ABG14656', 'ABX87736', 'AAS60997')
('AAS60668', 'ABX87274', 'ABG14816')
('AAS60922', 'ABX87220', 'ABG14729')
('ABG13096', 'ABX88575', 'AAS61867')
('AAS63795', 'ABX85322', 'ABG15521')
('ABG12382', 'ABX86698', 'AAS63705')
('AAS61160', 'ABX88236', 'ABG12919')
('AAS63439', 'ABX88405', 'ABG12215')
('AAS61913', 'ABX87741', 'ABG13290')
('ABG14795', 'ABX87394', 'AAS60648')
('ABG12696', 'ABX86701', 'AAS61570')
('AAS63661', 'ABX85729', 'ABG12298')
('ABG12955', 'ABX86782', 'AAS61562')
('AAS64051', 'ABX85063', 'ABG15616')
('AAS61655', 'ABX86816', 'ABG12787')
('ABG14857', 'ABX88496', 'AAS60565')
('AAS63078', 'ABX85174', 'ABG15174')
('ABG13995', 'ABX86235', 'AAS62553')
('ABG14200', 'ABX86321', 'AAS62859')
('AAS62759', 'ABX85353', 'ABG14298')
('AAS63391', 'ABX86390', 'ABG12166')
('AAS58553', 'ABX88773', 'ABG16258')
('AAS60743', 'ABX85951', 'ABG15928')
('ABG13505', 'ABX85376', 'AAS62196')
('AAS62103', 'ABX86629', 'ABG13390')
('ABG13181', 'ABX87225', 'AAS61791')
('AAS63881', 'ABX86885', 'ABG16002')
('ABG16145', 'ABX84801', 'AAS58645')
('ABG14082', 'ABX86337', 'AAS62641')
('AAS63624', 'ABX86963', 'ABG12732')
('AAS63017', 'ABX85507', 'ABG12415')
('ABG13127', 'ABX86383', 'AAS61840')
('ABG13984', 'ABX86540', 'AAS62543')
('AAS58555', 'ABX88759', 'ABG16259')
('AAS63740', 'ABX88609', 'ABG12344')
('AAS60812', 'ABX86372', 'ABG12058')
('AAS61052', 'ABX88544', 'ABG14601')
('ABG14554', 'ABX88537', 'AAS61090')
('AAS61633', 'ABX85537', 'ABG12765')
('ABG16084', 'ABX85463', 'AAS63556')
('ABG15802', 'ABX85483', 'AAS63886')
('AAS62710', 'ABX87210', 'ABG14407')
('ABG15401', 'ABX85206', 'AAS63446')
('AAS60356', 'ABX87879', 'ABG15428')
('ABG12173', 'ABX85491', 'AAS63398')
('AAS61819', 'ABX88515', 'ABG13150')
('ABG16034', 'ABX87920', 'AAS63847')
('AAS60303', 'ABX88417', 'ABG15483')
('ABG13558', 'ABX88200', 'AAS62247')
('ABG12923', 'ABX86756', 'AAS61156')
('ABG16134', 'ABX85968', 'AAS64174')
('AAS62558', 'ABX87174', 'ABG14000')
('AAS61440', 'ABX86157', 'ABG12655')
('AAS61977', 'ABX86429', 'ABG13760')
('AAS60780', 'ABX86595', 'ABG15889')
('ABG15439', 'ABX88344', 'AAS60345')
('ABG15284', 'ABX85621', 'AAS60427')
('AAS58662', 'ABX84798', 'ABG16163')
('ABG12516', 'ABX87673', 'AAS62962')
('ABG12207', 'ABX88116', 'AAS63431')
('AAS62327', 'ABX87035', 'ABG13647')
('AAS60625', 'ABX87267', 'ABG14771')
('ABG15123', 'ABX86845', 'AAS63127')
('ABG14426', 'ABX87843', 'AAS61326')
('ABG12176', 'ABX87345', 'AAS63401')
('AAS61418', 'ABX87051', 'ABG12681')
('ABG14161', 'ABX86623', 'AAS62823')
('ABG15641', 'ABX88007', 'AAS64025')
('ABG15770', 'ABX87366', 'AAS63508')
('AAS60846', 'ABX84944', 'ABG12026')
('AAS60742', 'ABX87604', 'ABG15929')
('ABG13362', 'ABX87011', 'AAS62080')
('ABG16069', 'ABX87286', 'AAS63546')
('ABG11983', 'ABX85312', 'AAS60292')
('AAS62670', 'ABX85996', 'ABG14361')
('ABG12927', 'ABX86069', 'AAS61152')
('AAS60448', 'ABX85854', 'ABG15262')
('ABG12201', 'ABX87387', 'AAS63425')
('ABG15455', 'ABX87851', 'AAS60331')
('AAS63396', 'ABX87072', 'ABG12171')
('AAS60787', 'ABX87837', 'ABG15883')
('AAS60995', 'ABX86914', 'ABG14658')
('AAS63734', 'ABX85228', 'ABG12353')
('ABG13182', 'ABX87739', 'AAS61789')
('ABG12698', 'ABX85368', 'AAS61572')
('AAS62532', 'ABX87792', 'ABG13969')
('ABG15673', 'ABX87080', 'AAS63992')
('AAS63231', 'ABX86536', 'ABG15004')
('ABG15582', 'ABX86107', 'AAS63281')
('AAS60392', 'ABX87153', 'ABG12230')
('ABG12635', 'ABX86434', 'AAS61459')
('ABG15872', 'ABX86512', 'AAS60799')
('AAS63087', 'ABX88068', 'ABG15165')
('ABG15291', 'ABX87800', 'AAS60419')
('ABG14104', 'ABX88559', 'AAS62769')
('AAS61341', 'ABX87845', 'ABG14443')
('ABG12276', 'ABX87436', 'AAS63640')
('ABG16208', 'ABX84758', 'AAS58756')
('ABG12866', 'ABX88600', 'AAS61204')
('ABG15756', 'ABX86170', 'AAS63494')
('AAS62611', 'ABX86085', 'ABG14052')
('ABG14111', 'ABX87643', 'AAS62775')
('ABG15469', 'ABX85060', 'AAS60317')
('AAS58546', 'ABX88775', 'ABG16253')
('ABG16015', 'ABX86317', 'AAS63868')
('AAS62554', 'ABX85276', 'ABG13996')
('ABG15635', 'ABX87595', 'AAS64031')
('AAS63011', 'ABX88629', 'ABG12463')
('ABG15190', 'ABX84983', 'AAS60519')
('ABG13001', 'ABX87650', 'AAS61518')
('ABG14165', 'ABX85771', 'AAS62827')
('ABG13002', 'ABX87224', 'AAS61517')
('ABG15402', 'ABX88073', 'AAS63445')
('AAS62847', 'ABX85895', 'ABG14185')
('ABG13429', 'ABX86266', 'AAS62141')
('AAS60623', 'ABX88586', 'ABG14769')
('ABG12934', 'ABX86131', 'AAS61145')
('ABG14431', 'ABX86326', 'AAS61330')
('ABG15894', 'ABX85303', 'AAS60774')
('AAS62907', 'ABX87848', 'ABG14255')
('ABG12574', 'ABX86818', 'AAS61278')
('ABG12759', 'ABX85069', 'AAS61626')
('ABG15514', 'ABX86858', 'AAS63783')
('AAS63385', 'ABX86705', 'ABG12160')
('AAS60848', 'ABX88510', 'ABG12024')
('ABG14220', 'ABX84919', 'AAS62876')
('AAS60538', 'ABX86965', 'ABG14886')
('AAS64134', 'ABX87569', 'ABG14962')
('AAS61463', 'ABX88287', 'ABG12631')
('AAS60721', 'ABX87023', 'ABG15949')
('AAS62252', 'ABX87493', 'ABG13563')
('AAS62265', 'ABX87426', 'ABG13581')
('AAS62364', 'ABX87086', 'ABG13682')
('AAS62653', 'ABX86642', 'ABG14343')
('ABG12665', 'ABX88415', 'AAS61433')
('ABG13146', 'ABX87161', 'AAS61823')
('AAS61143', 'ABX85120', 'ABG12936')
('ABG14833', 'ABX86538', 'AAS60588')
('AAS58557', 'ABX88714', 'ABG16261')
('ABG14503', 'ABX87489', 'AAS61397')
('AAS62803', 'ABX88541', 'ABG14140')
('AAS60616', 'ABX85385', 'ABG14761')
('AAS60561', 'ABX87348', 'ABG14862')
('AAS61980', 'ABX87335', 'ABG13867')
('AAS63469', 'ABX86411', 'ABG15733')
('AAS63896', 'ABX85680', 'ABG15813')
('AAS62398', 'ABX88453', 'ABG13715')
('ABG15433', 'ABX87881', 'AAS60352')
('AAS62909', 'ABX88085', 'ABG14258')
('AAS60473', 'ABX86803', 'ABG15236')
('ABG12330', 'ABX86860', 'AAS63752')
('ABG15397', 'ABX87477', 'AAS63450')
('AAS58669', 'ABX84827', 'ABG16170')
('ABG14864', 'ABX85626', 'AAS60559')
('AAS63109', 'ABX88607', 'ABG15142')
('AAS62130', 'ABX86683', 'ABG13419')
('ABG13553', 'ABX86589', 'AAS62242')
('ABG15994', 'ABX85327', 'AAS60675')
('ABG13713', 'ABX87555', 'AAS62396')
('ABG12785', 'ABX87060', 'AAS61653')
('ABG13858', 'ABX85035', 'AAS61989')
('ABG13900', 'ABX87163', 'AAS62468')
('AAS61304', 'ABX87149', 'ABG12548')
('AAS63538', 'ABX87528', 'ABG16063')
('AAS63744', 'ABX86381', 'ABG12340')
('AAS61015', 'ABX88687', 'ABG14637')
('AAS62630', 'ABX86356', 'ABG14070')
('ABG13499', 'ABX85076', 'AAS62191')
('ABG14160', 'ABX87197', 'AAS62822')
('AAS61571', 'ABX87740', 'ABG12697')
('ABG15422', 'ABX87598', 'AAS60363')
('AAS60865', 'ABX87296', 'ABG14952')
('AAS63895', 'ABX86234', 'ABG15812')
('AAS63141', 'ABX86134', 'ABG15105')
('AAS63042', 'ABX87367', 'ABG12440')
('ABG13728', 'ABX85558', 'AAS62411')
('ABG14927', 'ABX85056', 'AAS60889')
('AAS61967', 'ABX85377', 'ABG13773')
('ABG14687', 'ABX85718', 'AAS60964')
('AAS61099', 'ABX87579', 'ABG14542')
('ABG16316', 'ABX88765', 'AAS58533')
('ABG16073', 'ABX85592', 'AAS63547')
('ABG15896', 'ABX88093', 'AAS60771')
('AAS60893', 'ABX87566', 'ABG14924')
('AAS62964', 'ABX85850', 'ABG12514')
('ABG12593', 'ABX86450', 'AAS61501')
('AAS61976', 'ABX84937', 'ABG13764')
('ABG13645', 'ABX87876', 'AAS62325')
('ABG15911', 'ABX85213', 'AAS60757')
('AAS64023', 'ABX84996', 'ABG15643')
('AAS60989', 'ABX85818', 'ABG14667')
('ABG13913', 'ABX85797', 'AAS62475')
('AAS62631', 'ABX86786', 'ABG14071')
('ABG12312', 'ABX85099', 'AAS63674')
('AAS60438', 'ABX85606', 'ABG15273')
('ABG16054', 'ABX85132', 'AAS63829')
('ABG12280', 'ABX85717', 'AAS63644')
('AAS61576', 'ABX86089', 'ABG12702')
('ABG12704', 'ABX86724', 'AAS61578')
('ABG15967', 'ABX85357', 'AAS60702')
('ABG15801', 'ABX86643', 'AAS63885')
('ABG15868', 'ABX87216', 'AAS60803')
('AAS63116', 'ABX86519', 'ABG15135')
('AAS63445', 'ABX88073', 'ABG15402')
('AAS63428', 'ABX87314', 'ABG12204')
('ABG14781', 'ABX85906', 'AAS60634')
('AAS63173', 'ABX87772', 'ABG15074')
('AAS63227', 'ABX87123', 'ABG15007')
('ABG12480', 'ABX88368', 'AAS62997')
('ABG12073', 'ABX86179', 'AAS63300')
('ABG12266', 'ABX85064', 'AAS63633')
('ABG13088', 'ABX85466', 'AAS61726')
('ABG14991', 'ABX86329', 'AAS64109')
('ABG14037', 'ABX88478', 'AAS62596')
('ABG12501', 'ABX85912', 'AAS62977')
('AAS62970', 'ABX86339', 'ABG12508')
('AAS62022', 'ABX85858', 'ABG13820')
('AAS61783', 'ABX86924', 'ABG13188')
('AAS61765', 'ABX86574', 'ABG13208')
('AAS62686', 'ABX88285', 'ABG14378')
('AAS62268', 'ABX85762', 'ABG13585')
('ABG14079', 'ABX88283', 'AAS62638')
('AAS61826', 'ABX85883', 'ABG13143')
('AAS58561', 'ABX88784', 'ABG16265')
('ABG15289', 'ABX85738', 'AAS60421')
('ABG15844', 'ABX88312', 'AAS63927')
('ABG12245', 'ABX87460', 'AAS63610')
('AAS60629', 'ABX85595', 'ABG14775')
('ABG15987', 'ABX86656', 'AAS60682')
('AAS61089', 'ABX86068', 'ABG14555')
('AAS61145', 'ABX86131', 'ABG12934')
('ABG14027', 'ABX87877', 'AAS62588')
('AAS64146', 'ABX85633', 'ABG16105')
('AAS60529', 'ABX87547', 'ABG14894')
('AAS62177', 'ABX85429', 'ABG13484')
('ABG14702', 'ABX86142', 'AAS60949')
('ABG15106', 'ABX85961', 'AAS63140')
('ABG13084', 'ABX85143', 'AAS61723')
('ABG14009', 'ABX85294', 'AAS62567')
('AAS63292', 'ABX86862', 'ABG12065')
('ABG13266', 'ABX87539', 'AAS61894')
('AAS60892', 'ABX85821', 'ABG14925')
('ABG13563', 'ABX87493', 'AAS62252')
('AAS61033', 'ABX85746', 'ABG14619')
('AAS63169', 'ABX85044', 'ABG15077')
('ABG14039', 'ABX87978', 'AAS62598')
('AAS63862', 'ABX87289', 'ABG16021')
('AAS63502', 'ABX87046', 'ABG15764')
('ABG14324', 'ABX86081', 'AAS62734')
('AAS61893', 'ABX86780', 'ABG13265')
('ABG14437', 'ABX88571', 'AAS61335')
('ABG12611', 'ABX86053', 'AAS61484')
('ABG16010', 'ABX87999', 'AAS63873')
('ABG13966', 'ABX88221', 'AAS62529')
('ABG14698', 'ABX87442', 'AAS60953')
('ABG13922', 'ABX86527', 'AAS62483')
('AAS62224', 'ABX88286', 'ABG13535')
('ABG12926', 'ABX87272', 'AAS61153')
('ABG14444', 'ABX88227', 'AAS61342')
('ABG16062', 'ABX88070', 'AAS63536')
('ABG12192', 'ABX88299', 'AAS63416')
('AAS60772', 'ABX85732', 'ABG15895')
('AAS63971', 'ABX85341', 'ABG15696')
('ABG14749', 'ABX86616', 'AAS60604')
('AAS61155', 'ABX87176', 'ABG12924')
('ABG13559', 'ABX85704', 'AAS62248')
('ABG14013', 'ABX86805', 'AAS62571')
('ABG14178', 'ABX84969', 'AAS62840')
('ABG13491', 'ABX87839', 'AAS62184')
('ABG12252', 'ABX86750', 'AAS63617')
('ABG15729', 'ABX86060', 'AAS63465')
('AAS62539', 'ABX87069', 'ABG13980')
('ABG14468', 'ABX85396', 'AAS61366')
('ABG12940', 'ABX88048', 'AAS61140')
('AAS64019', 'ABX85489', 'ABG15647')
('ABG12807', 'ABX87751', 'AAS61674')
('AAS62185', 'ABX87423', 'ABG13492')
('ABG15179', 'ABX85155', 'AAS63073')
('ABG15445', 'ABX85338', 'AAS60341')
('ABG14525', 'ABX85414', 'AAS61122')
('AAS63458', 'ABX88526', 'ABG15388')
('AAS61968', 'ABX87954', 'ABG13772')
('ABG15049', 'ABX87668', 'AAS63193')
('ABG15642', 'ABX85391', 'AAS64024')
('ABG15854', 'ABX88168', 'AAS63938')
('ABG16125', 'ABX84961', 'AAS64165')
('AAS63324', 'ABX86954', 'ABG12096')
('AAS61063', 'ABX87917', 'ABG14590')
('ABG13560', 'ABX88087', 'AAS62249')
('AAS62893', 'ABX85981', 'ABG14239')
('AAS63423', 'ABX87003', 'ABG12199')
('ABG16219', 'ABX84849', 'AAS58740')
('ABG13987', 'ABX87968', 'AAS62546')
('ABG12477', 'ABX88013', 'AAS63000')
('ABG15101', 'ABX86754', 'AAS63145')
('AAS63343', 'ABX85529', 'ABG12116')
('AAS60409', 'ABX85952', 'ABG15301')
('ABG15954', 'ABX85232', 'AAS60716')
('AAS60491', 'ABX85286', 'ABG15217')
('ABG12290', 'ABX85350', 'AAS63653')
('AAS62604', 'ABX86302', 'ABG14045')
('ABG15197', 'ABX86811', 'AAS60512')
('AAS62690', 'ABX87622', 'ABG14383')
('ABG14185', 'ABX85895', 'AAS62847')
('ABG14029', 'ABX86795', 'AAS62590')
('ABG12856', 'ABX85736', 'AAS61214')
('ABG14232', 'ABX85543', 'AAS62888')
('ABG12445', 'ABX87842', 'AAS63047')
('AAS61162', 'ABX84976', 'ABG12917')
('ABG12877', 'ABX86478', 'AAS61195')
('AAS63889', 'ABX88309', 'ABG15805')
('AAS63209', 'ABX85293', 'ABG15029')
('AAS61573', 'ABX87009', 'ABG12699')
('ABG14452', 'ABX88115', 'AAS61350')
('AAS58582', 'ABX88746', 'ABG16286')
('AAS62138', 'ABX85166', 'ABG13427')
('ABG12064', 'ABX87277', 'AAS63291')
('ABG16184', 'ABX84834', 'AAS58695')
('ABG13354', 'ABX85488', 'AAS62072')
('ABG13725', 'ABX88430', 'AAS62407')
('AAS61374', 'ABX87106', 'ABG14477')
('ABG11982', 'ABX88341', 'AAS60291')
('ABG12878', 'ABX87735', 'AAS61194')
('AAS63339', 'ABX87238', 'ABG12113')
('AAS61747', 'ABX86204', 'ABG13224')
('AAS58643', 'ABX84765', 'ABG16143')
('ABG15234', 'ABX87967', 'AAS60475')
('ABG13415', 'ABX86824', 'AAS62126')
('ABG14061', 'ABX85838', 'AAS62621')
('AAS62198', 'ABX86367', 'ABG13507')
('AAS60551', 'ABX87189', 'ABG14874')
('ABG15922', 'ABX85640', 'AAS60749')
('ABG13920', 'ABX87499', 'AAS62481')
('ABG12504', 'ABX87997', 'AAS62974')
('ABG13630', 'ABX85317', 'AAS62312')
('AAS60666', 'ABX85181', 'ABG14813')
('AAS62812', 'ABX86999', 'ABG14149')
('AAS60729', 'ABX85472', 'ABG15941')
('AAS58619', 'ABX85455', 'ABG14107')
('ABG12622', 'ABX87357', 'AAS61473')
('ABG14701', 'ABX85649', 'AAS60950')
('ABG12776', 'ABX88243', 'AAS61644')
('AAS60499', 'ABX85535', 'ABG15209')
('AAS63381', 'ABX85552', 'ABG12156')
('AAS63843', 'ABX85257', 'ABG16038')
('AAS64007', 'ABX85546', 'ABG15657')
('ABG12559', 'ABX87961', 'AAS61293')
